Index,ID,TraitVal,TraitUnit,Phylum,Class,Order,Family,Genus,Species,Temp,TempUnit,Label
128,Fig3_A_brierleyi,0.00000161,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,76.9848,Celsius,Respiration
129,Fig3_A_brierleyi,0.00000184,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,79.3275,Celsius,Respiration
130,Fig3_A_brierleyi,0.00000107,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,83.0369,Celsius,Respiration
131,Fig3_A_caldus,0.000000947,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,25.8351,Celsius,Respiration
132,Fig3_A_caldus,0.00000108,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,26.9414,Celsius,Respiration
133,Fig3_A_caldus,0.00000124,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,28.243,Celsius,Respiration
134,Fig3_A_caldus,0.00000113,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,29.4794,Celsius,Respiration
135,Fig3_A_caldus,0.00000132,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,30.6508,Celsius,Respiration
136,Fig3_A_caldus,0.00000137,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,31.9523,Celsius,Respiration
137,Fig3_A_caldus,0.00000164,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,33.0586,Celsius,Respiration
138,Fig3_A_caldus,0.00000159,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,34.4902,Celsius,Respiration
139,Fig3_A_caldus,0.00000168,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,35.7918,Celsius,Respiration
140,Fig3_A_caldus,0.00000174,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,38.3948,Celsius,Respiration
141,Fig3_A_caldus,0.00000197,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,39.8915,Celsius,Respiration
142,Fig3_A_caldus,0.00000187,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,41.3232,Celsius,Respiration
143,Fig3_A_caldus,0.0000018,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,42.7549,Celsius,Respiration
144,Fig3_A_caldus,0.00000198,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,44.1866,Celsius,Respiration
145,Fig3_A_caldus,0.00000226,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,45.8785,Celsius,Respiration
146,Fig3_A_caldus,0.0000019,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,47.6356,Celsius,Respiration
147,Fig3_A_caldus,0.00000158,s-1,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,caldus,49.2625,Celsius,Respiration
